Date,Open,High,Low,Close,Adj Close,Volume
2018-08-20,112.379997,112.739998,112.160004,112.690002,112.690002,5313400
2018-08-21,112.769997,113.099998,112.440002,113.019997,113.019997,5042400
2018-08-22,113.389999,113.489998,113.070000,113.269997,113.269997,6215600
2018-08-23,112.680000,112.879997,112.059998,112.199997,112.199997,5500100
2018-08-24,113.250000,114.419998,113.209999,114.160004,114.160004,9214700
2018-08-27,114.120003,114.779999,114.120003,114.589996,114.589996,4364000
2018-08-28,114.760002,114.870003,113.550003,113.680000,113.680000,6101400
2018-08-29,114.160004,114.209999,113.849998,114.199997,114.199997,5616300
2018-08-30,113.919998,113.930000,113.239998,113.639999,113.639999,5431600
2018-08-31,113.720001,114.059998,113.440002,113.510002,113.510002,5048700
2018-09-04,112.750000,113.070000,112.610001,112.930000,112.930000,6617500
2018-09-05,113.360001,113.440002,113.120003,113.320000,113.320000,4459200
2018-09-06,113.889999,114.260002,113.279999,113.540001,113.540001,4784700
2018-09-07,113.260002,113.599998,112.970001,113.230003,113.230003,3714000
2018-09-10,113.260002,113.430000,113.000000,113.150002,113.150002,2316500
2018-09-11,112.650002,113.370003,112.419998,113.220001,113.220001,3791300
2018-09-12,113.120003,114.389999,113.059998,114.169998,114.169998,6315900
2018-09-13,114.720001,114.779999,113.580002,113.760002,113.760002,5635900
2018-09-14,113.790001,113.900002,112.910004,113.019997,113.019997,5375600
2018-09-17,113.599998,114.029999,113.550003,113.610001,113.610001,4727300
2018-09-18,113.790001,113.910004,113.279999,113.440002,113.440002,4737800
2018-09-19,113.940002,114.150002,113.680000,113.879997,113.879997,4223200
2018-09-20,114.209999,114.370003,113.860001,114.269997,114.269997,4384200
2018-09-21,112.870003,113.680000,112.790001,113.489998,113.489998,6831400
2018-09-24,113.680000,113.959999,113.430000,113.470001,113.470001,4435300
2018-09-25,113.750000,113.889999,113.570000,113.650002,113.650002,3004800
2018-09-26,113.110001,113.599998,112.660004,113.050003,113.050003,8297300
2018-09-27,112.099998,112.419998,111.849998,112.050003,112.050003,7683400
2018-09-28,112.160004,113.000000,112.070000,112.760002,112.760002,6020600
2018-10-01,112.400002,112.620003,112.150002,112.570000,112.570000,3892600
2018-10-02,113.699997,114.330002,113.610001,113.870003,113.870003,10776700
2018-10-03,113.870003,114.050003,113.260002,113.419998,113.419998,6674500
2018-10-04,113.830002,114.190002,113.260002,113.480003,113.480003,6616200
2018-10-05,113.809998,114.099998,113.570000,113.800003,113.800003,7994400
2018-10-08,112.250000,112.589996,111.900002,112.540001,112.540001,12111600
2018-10-09,112.370003,112.669998,111.970001,112.599998,112.599998,8352300
2018-10-10,112.470001,112.959999,112.250000,112.879997,112.879997,10571300
2018-10-11,114.199997,116.040001,114.089996,115.779999,115.779999,26810900
2018-10-12,115.580002,115.709999,115.080002,115.230003,115.230003,12939300
2018-10-15,116.120003,116.529999,115.889999,116.000000,116.000000,11828400
2018-10-16,116.489998,116.599998,115.800003,115.800003,115.800003,9531800
2018-10-17,115.889999,116.330002,115.680000,115.790001,115.790001,7078600
2018-10-18,115.830002,116.410004,115.629997,115.919998,115.919998,7964100
2018-10-19,116.230003,116.239998,115.959999,116.010002,116.010002,7453900
2018-10-22,115.570000,115.779999,115.430000,115.709999,115.709999,5200500
2018-10-23,117.160004,117.250000,116.330002,116.389999,116.389999,12704200
2018-10-24,116.379997,116.720001,116.110001,116.660004,116.660004,8563300
2018-10-25,116.580002,116.730003,116.190002,116.400002,116.400002,8303500
2018-10-26,116.830002,117.650002,116.459999,116.769997,116.769997,15733100
2018-10-29,116.410004,116.540001,115.839996,116.309998,116.309998,8732500
2018-10-30,115.849998,116.040001,115.639999,115.800003,115.800003,7233300
2018-10-31,114.889999,115.169998,114.660004,115.150002,115.150002,11409300
2018-11-01,116.330002,117.070000,116.180000,116.629997,116.629997,13662900
2018-11-02,116.610001,116.980003,116.389999,116.650002,116.650002,8796900
2018-11-05,116.279999,116.669998,116.230003,116.370003,116.370003,6291500
2018-11-06,116.440002,116.529999,115.739998,116.040001,116.040001,7270800
2018-11-07,116.260002,116.349998,115.900002,116.029999,116.029999,8392100
2018-11-08,115.769997,116.150002,115.500000,115.779999,115.779999,7638800
2018-11-09,114.599998,114.750000,114.139999,114.480003,114.480003,14159200
2018-11-12,114.010002,114.050003,113.580002,113.660004,113.660004,7498600
2018-11-13,113.720001,113.930000,113.419998,113.699997,113.699997,9309000
2018-11-14,113.529999,115.059998,113.459999,114.639999,114.639999,13950200
2018-11-15,114.830002,114.989998,114.559998,114.769997,114.769997,8910600
2018-11-16,115.830002,115.879997,115.370003,115.620003,115.620003,8577000
2018-11-19,115.449997,115.919998,115.370003,115.669998,115.669998,8508300
2018-11-20,115.940002,115.949997,115.370003,115.669998,115.669998,9075100
2018-11-21,115.940002,116.349998,115.860001,115.860001,115.860001,8834200
2018-11-23,115.760002,115.879997,115.589996,115.769997,115.769997,3726600
2018-11-26,115.839996,115.870003,115.529999,115.639999,115.639999,4018600
2018-11-27,115.550003,115.629997,114.599998,114.949997,114.949997,9671100
2018-11-28,114.760002,116.070000,114.589996,115.379997,115.379997,13788800
2018-11-29,115.970001,116.239998,115.559998,115.739998,115.739998,6479300
2018-11-30,115.419998,115.660004,115.040001,115.540001,115.540001,8169600
2018-12-03,116.599998,116.769997,116.300003,116.410004,116.410004,8469500
2018-12-04,117.370003,117.389999,116.930000,117.120003,117.120003,7186100
2018-12-06,117.379997,117.690002,116.919998,117.139999,117.139999,9267600
2018-12-07,117.620003,118.230003,117.540001,118.089996,118.089996,10402900
2018-12-10,117.699997,117.940002,117.419998,117.680000,117.680000,8117900
2018-12-11,117.669998,117.889999,117.349998,117.540001,117.540001,6395400
2018-12-12,117.699997,117.949997,117.610001,117.790001,117.790001,4136800
2018-12-13,117.540001,117.620003,117.260002,117.529999,117.529999,4131800
2018-12-14,116.629997,117.300003,116.580002,117.059998,117.059998,7501700
2018-12-17,117.370003,118.029999,117.349998,117.870003,117.870003,8454900
2018-12-18,117.849998,118.199997,117.809998,118.150002,118.150002,7542900
2018-12-19,118.239998,118.959999,117.400002,117.430000,117.430000,13827500
2018-12-20,119.110001,119.739998,118.680000,119.239998,119.239998,18615100
2018-12-21,119.190002,119.250000,118.570000,118.720001,118.720001,13629800
2018-12-24,119.570000,120.139999,119.570000,120.019997,120.019997,9736400
2018-12-26,120.620003,121.000000,119.570000,119.660004,119.660004,14293500
2018-12-27,120.570000,120.900002,120.139999,120.570000,120.570000,11874400
2018-12-28,120.800003,121.080002,120.720001,121.059998,121.059998,6864700
2018-12-31,120.980003,121.260002,120.830002,121.250000,121.250000,8449400
2019-01-02,121.349998,121.750000,120.879997,121.330002,121.330002,12776200
2019-01-03,121.779999,122.459999,121.730003,122.430000,122.430000,15440800
2019-01-04,121.320000,121.599998,120.690002,121.440002,121.440002,13334000
2019-01-07,122.160004,122.220001,121.570000,121.860001,121.860001,7473600
2019-01-08,121.150002,121.709999,121.059998,121.529999,121.529999,7643100
2019-01-09,121.449997,122.339996,121.440002,122.309998,122.309998,10555900
2019-01-10,121.980003,122.180000,121.570000,121.589996,121.589996,6672000
2019-01-11,121.739998,122.050003,121.660004,121.800003,121.800003,8622400
2019-01-14,122.150002,122.239998,121.870003,122.089996,122.089996,6477100
2019-01-15,122.279999,122.379997,121.620003,121.879997,121.879997,7512500
2019-01-16,122.040001,122.440002,122.019997,122.269997,122.269997,6878100
2019-01-17,122.029999,122.260002,121.809998,122.110001,122.110001,8558500
2019-01-18,121.230003,121.519997,121.019997,121.019997,121.019997,10896000
2019-01-22,121.180000,121.500000,120.900002,121.449997,121.449997,7896500
2019-01-23,120.959999,121.540001,120.860001,121.279999,121.279999,5224900
2019-01-24,121.160004,121.360001,120.919998,121.089996,121.089996,5662500
2019-01-25,122.019997,122.910004,122.019997,122.860001,122.860001,11103300
2019-01-28,122.750000,123.290001,122.720001,123.290001,123.290001,8522200
2019-01-29,123.709999,124.000000,123.459999,123.980003,123.980003,11610200
2019-01-30,123.910004,125.070000,123.699997,124.690002,124.690002,12104000
2019-01-31,125.180000,125.230003,124.620003,124.750000,124.750000,10209500
2019-02-01,124.889999,125.050003,124.370003,124.500000,124.500000,12485500
2019-02-04,123.989998,124.290001,123.820000,123.959999,123.959999,6878900
2019-02-05,124.290001,124.419998,124.050003,124.279999,124.279999,6291100
2019-02-06,124.160004,124.190002,123.400002,123.440002,123.440002,6595100
2019-02-07,123.800003,123.949997,123.440002,123.739998,123.739998,5935500
2019-02-08,124.050003,124.330002,123.980003,124.209999,124.209999,4235200
2019-02-11,123.190002,123.820000,123.190002,123.599998,123.599998,4821800
2019-02-12,123.959999,124.029999,123.610001,123.860001,123.860001,4271900
2019-02-13,123.839996,124.550003,123.309998,123.370003,123.370003,7640500
2019-02-14,123.839996,124.199997,123.529999,124.059998,124.059998,6276500
2019-02-15,124.589996,125.000000,124.180000,124.800003,124.800003,12190100
2019-02-19,125.980003,126.790001,125.930000,126.699997,126.699997,15614000
2019-02-20,127.000000,127.209999,126.309998,126.480003,126.480003,8889700
2019-02-21,126.150002,126.220001,125.050003,125.050003,125.050003,8634600
2019-02-22,125.529999,125.949997,125.389999,125.500000,125.500000,5439400
2019-02-25,125.779999,125.900002,125.230003,125.370003,125.370003,4882600
2019-02-26,125.330002,125.620003,125.050003,125.580002,125.580002,5153200
2019-02-27,125.169998,125.230003,124.400002,124.690002,124.690002,7935600
2019-02-28,124.709999,124.709999,123.980003,123.989998,123.989998,7811700
2019-03-01,123.480003,123.959999,121.870003,121.879997,121.879997,16411700
2019-03-04,121.559998,121.849998,121.180000,121.559998,121.559998,10272600
2019-03-05,121.379997,121.730003,121.029999,121.720001,121.720001,7120100
2019-03-06,121.430000,121.639999,121.260002,121.610001,121.610001,4820400
2019-03-07,121.269997,121.709999,121.180000,121.510002,121.510002,6088800
2019-03-08,122.699997,122.889999,122.370003,122.839996,122.839996,10427700
2019-03-11,122.519997,122.540001,121.919998,122.239998,122.239998,6708700
2019-03-12,122.540001,123.029999,122.400002,122.980003,122.980003,6289900
2019-03-13,123.559998,123.879997,123.430000,123.839996,123.839996,7377300
2019-03-14,122.330002,122.550003,122.120003,122.410004,122.410004,6778200
2019-03-15,123.059998,123.400002,122.910004,122.970001,122.970001,9412000
2019-03-18,123.300003,123.400002,122.889999,123.040001,123.040001,7783200
2019-03-19,123.720001,123.790001,123.339996,123.379997,123.379997,6558700
2019-03-20,123.660004,124.419998,122.650002,124.180000,124.180000,11304900
2019-03-21,124.360001,124.370003,123.110001,123.680000,123.680000,7739800
2019-03-22,123.930000,124.220001,123.730003,123.970001,123.970001,5874000
2019-03-25,124.559998,125.110001,124.480003,124.919998,124.919998,7288300
2019-03-26,124.480003,124.510002,124.070000,124.300003,124.300003,5056100
2019-03-27,124.349998,124.379997,123.559998,123.650002,123.650002,6595000
2019-03-28,122.279999,122.360001,121.709999,121.900002,121.900002,11878300
2019-03-29,122.639999,122.750000,122.010002,122.010002,122.010002,7093900
2019-04-01,122.400002,122.430000,121.459999,121.529999,121.529999,13560000
2019-04-02,121.720001,122.010002,121.680000,121.980003,121.980003,4475000
2019-04-03,121.730003,122.010002,121.680000,121.800003,121.800003,6152700
2019-04-04,121.099998,122.239998,120.959999,122.110001,122.110001,7508400
2019-04-05,121.879997,122.129997,121.660004,121.980003,121.980003,5114500
2019-04-08,122.970001,123.019997,122.400002,122.510002,122.510002,4270800
2019-04-09,123.260002,123.349998,123.029999,123.150002,123.150002,4648400
2019-04-10,123.220001,123.769997,123.190002,123.529999,123.529999,6344800
2019-04-11,122.540001,122.750000,121.790001,121.949997,121.949997,11694500
2019-04-12,121.959999,122.309998,121.800003,121.830002,121.830002,5272800
